zip,name,city,state,latitude,longitude,region,county,ugc_codes,cwa
24910,Alderson,Alderson,WV,37.7243042,-80.6447652,Mid-Atlantic,Monroe County,,
85281,Veterans Way/College Ave,Tempe,AZ,33.4261272,-111.9359501,Southwest,Maricopa County,,
94168,Rockridge,Oakland,CA,37.8447574,-122.2512573,West,Alameda County,,
80112,County Line,Meridian,CO,39.5617223,-104.8722881,Mountain,,,
06820,Noroton Heights,Darien,CT,41.069,-73.4974729,Northeast,,,
20001,Shaw–Howard University,Washington,DC,38.9134707,-77.0219174,,,,
33124,University,Coral Gables,FL,25.7148148,-80.2769765,Southeast,Miami-Dade County,,
30319,Brookhaven,Brookhaven,GA,33.8601971,-84.3392787,Southeast,,,
96797,Hō‘ae‘ae / West Loch,Waipahu,HI,21.3781844,-158.0227206,Pacific,,,
50036,Boone - Deopt,Boone,IA,42.0665229,-93.8915757,Midwest,Boone County,,
62203,Washington Park,East Saint Louis,IL,38.6136575,-90.0950104,Midwest,,,
47978,Rensselaer,Rensselaer,IN,40.9431733,-87.1549395,Midwest,,,
02117,Arlington,Boston,MA,42.3517313,-71.0712808,Northeast,Suffolk County,,
20784,New Carrollton,New Carrollton,MD,38.9481252,-76.8722877,Mid-Atlantic,,,
03701,Wells,Wells,ME,43.3207823,-70.6121802,Northeast,York County,,
49228,Blissfield West,Blissfield Township,MI,41.8365703,-83.872032,Midwest,Lenawee County,,
55104,Hamline Avenue,Saint Paul,MN,44.9557164,-93.1568449,Midwest,Ramsey County,,
63119,Shrewsbury-Lansdowne I-44,Saint Louis,MO,38.5932563,-90.319419,Midwest,,,
59230,Glasgow,Glasgow,MT,48.1950173,-106.6358663,Mountain,Valley County,,
28206,Parkwood,Charlotte,NC,35.2368811,-80.8233203,Southeast,Mecklenburg County,,
58102,Fargo,Fargo,ND,46.8809851,-96.7851275,Midwest,Cass County,,
03473,Claremont,Claremont,NH,43.3688441,-72.3776762,Northeast,Sullivan County,,
08861,Perth Amboy,Perth Amboy,NJ,40.509327,-74.2738016,Mid-Atlantic,Middlesex County,,
88045,Lordsburg,Lordsburg,NM,32.3500665,-108.707029,Southwest,,,
89111,Terminal 1,Paradise,NV,36.0846518,-115.1487965,West,Clark County,,
10312,Annadale,New York,NY,40.540534,-74.1779041,Mid-Atlantic,,,
44113,Flats East Bank,Cleveland,OH,41.4994692,-81.7035835,Midwest,Cuyahoga County,,
97401,Eugene,Eugene,OR,44.0553292,-123.09352,West,,,
19103,Angora,Philadelphia,PA,39.9449115,-75.2383483,Mid-Atlantic,Philadelphia County,,
